Designator,Mid X,Mid Y,Rotation,Layer
D1,89.165,-39.39,0.0,top
D2,110.385,-39.39,0.0,top
D3,89.165,-60.61,0.0,top
D4,110.385,-60.61,0.0,top
J1,104.5,-53.0,0.0,top
R1,95.5,-45.5,180.0,top
R2,93.5,-54.0,180.0,top
